row_id,order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_weight_g,product_length_cm,product_height_cm,product_width_cm,customer_id,order_status,customer_state,customer_city
29579,4340cfd191c9dc16061684e4575fb151,1,bd66403f5f11696c897a825d5235697f,7e93a43ef30c4f03f38b393420bc753a,2018-04-25 22:53:58,221.99,38.24,274.0,18.0,12.0,15.0,55761211ed951c99bab19617dad3e33b,delivered,CE,baturite
29581,43424eb217e25cdb0dd935ff90f8188c,1,e0d64dcfaa3b6db5c54ca298ae101d05,4869f7a5dfa277a7dca6462dcf3b52b2,2017-09-25 12:25:17,158.0,16.74,4338.0,17.0,12.0,14.0,c1e1e15c2553a234e00a55f9abb07a63,delivered,SP,sao paulo
29582,43439c4b45b39d5a7d27a31d6cebe43c,1,eb4e1e1c54ecc1c4ff689edf7dd7753d,a3a38f4affed601eb87a97788c949667,2018-01-15 07:16:45,64.9,16.89,150.0,16.0,12.0,18.0,8bac5a019b1653cad759a1e8b64e580b,delivered,MG,francisco sa
29583,43443d5fff4b94d98df1ad41af13d302,1,cabf8b8ae04dbb649a84f493660febbe,cca3071e3e9bb7d12640c9fbe2301306,2017-02-20 21:09:21,81.8,15.78,1200.0,35.0,9.0,25.0,a4f79cbf59e901cebcf236354f947b64,delivered,RJ,duque de caxias
29584,43443d5fff4b94d98df1ad41af13d302,2,1890c01a38d17958d79fe473d451dc9c,cca3071e3e9bb7d12640c9fbe2301306,2017-02-20 21:09:21,81.8,15.78,1000.0,35.0,9.0,25.0,a4f79cbf59e901cebcf236354f947b64,delivered,RJ,duque de caxias
29586,434455c454a49013064dfa54585892fc,1,e68a5a5626c4b1bfc5ca78202f898300,7a67c85e85bb2ce8582c35f2203ad736,2018-04-03 08:15:19,209.99,25.62,2100.0,42.0,25.0,15.0,5ef2d0d20efcd63c0d0af8b7bd1fe3c0,delivered,PR,borrazopolis
29587,4344a4b2bf0aef578e958bc3111b7c63,1,1f30aacc69904c0d0bf8d05cb2abef72,4a3ca9315b744ce9f8e9374361493884,2018-03-28 09:49:09,135.0,15.22,1850.0,40.0,10.0,30.0,8a9e3fa1b04cb91e2a8565cc5927c4a7,delivered,SP,sao paulo
29588,4344a4b2bf0aef578e958bc3111b7c63,2,1d4de03a6141ce2a2ae5a97f51cabb37,7ad32824caee82087b3e2e5f33b1bf32,2018-03-28 09:49:09,199.0,15.22,4050.0,40.0,15.0,23.0,8a9e3fa1b04cb91e2a8565cc5927c4a7,delivered,SP,sao paulo
29590,4347279deb067c6731c1c97237921d18,1,6ae38d49db7fc65ad1779828542aecba,eeb6de78f79159600292e314a77cbd18,2017-05-31 11:43:18,229.0,17.36,2300.0,23.0,22.0,19.0,2ba3edf091e33c433e095b2f53716362,delivered,RS,montenegro
29592,434b90dea540070a2a53a26185a29552,1,c99666957e5d14717bd1d5ba0fd33f53,79ebd9a61bac3eaf882805ed4ecfa12a,2018-07-16 13:15:16,134.9,47.24,2500.0,105.0,3.0,70.0,7d77d42024e7abf3cfc98638ca92c21e,delivered,SP,sao paulo
29595,434cecee7d1a65fc65358a632b6f725f,1,f7a17d2c51d9df89a4f1711c4ac17f33,f8db351d8c4c4c22c6835c19a46f01b0,2017-06-02 13:30:24,50.9,11.86,350.0,22.0,8.0,19.0,922a46283625e9c096bfd998913c470c,delivered,SP,sao paulo
29596,434d158e96bdd6972ad6e6d73ddcfd22,1,c7df652246ed7b3300aaf46960c141e4,a5cba26a62b8b4d0145b68b841e62e7f,2018-06-13 03:35:15,445.0,63.17,683.0,29.0,15.0,22.0,2a1dfb647f32f4390e7b857c67458536,delivered,PE,jaboatao dos guararapes
29597,434d1997e63b6e122dafe2a81ce31850,1,371c121dc86b3821f720e7dbe1928207,4830e40640734fc1c52cd21127c341d4,2017-12-27 13:13:33,15.99,15.1,150.0,22.0,5.0,12.0,c8971b71955e69874ef99bb540f528d0,delivered,MG,pirapora
29598,434d3eec8dd031c322077fb2452e53a0,1,ec72556b5da399d24fe06338e816a9ac,fd386aa7bed2af3c7035c65506c9b4a3,2018-05-10 14:55:47,68.0,8.29,233.0,20.0,11.0,15.0,7a7893d13f178fdf58daeff7347e2d94,delivered,SP,guaruja
29599,434e81e3dd3038e858046831f20c479a,1,fb8e60e1a3c247d3a2e17f6986e71a40,9e6229250fedbe05838fef417b74e7fb,2018-06-26 03:17:44,189.9,35.09,3250.0,31.0,43.0,21.0,152dbb1b41350e9b107e483e9ec546c0,delivered,RS,encantado
29600,434e8530a696521ae619af1a0072bf40,1,a2c75a23c2f838881dd4275c0cec519f,048c2757535328e0d7dac690ad3c0aae,2018-06-22 12:31:07,169.79,23.99,1650.0,36.0,37.0,16.0,5ef0a2ed80e4536888c1339032ed3965,delivered,RJ,papucaia
29601,434ec3f57648befd76c4f52d8524cc1d,1,ea44caac707f7f1325182a538007f838,855668e0971d4dfd7bef1b6a4133b41b,2018-05-04 03:10:30,52.0,12.56,6600.0,45.0,25.0,35.0,e116184443d10a4a7906e9fa24dfecb3,delivered,MG,belo horizonte
29602,434ecca6e51ec65c7ed71199313ac9e1,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,01fd077212124329bac32490e8ef80d9,2018-08-28 03:15:09,38.0,12.93,150.0,35.0,2.0,26.0,af885bebe2a7735c3aee36d538ada841,delivered,SP,presidente epitacio
29603,434ee413138c6ead70939d4a56e0a29b,1,6f3062e8569fca6660777bc0b0f13384,d9a84e1403de8da0c3aa531d6d108ba6,2018-03-08 14:29:57,9.9,7.78,300.0,19.0,7.0,14.0,81c68cd9f45038a8fb5ad8b119130111,delivered,SP,sao paulo
29606,434f170d048d285d4841d3fa653a4507,1,69455f41626a745aea9ee9164cb9eafd,58f1a6197ed863543e0136bdedb3fce2,2018-07-13 15:11:20,149.0,51.76,501.0,18.0,13.0,14.0,50e3114b98cadb043f6fa08d104f3433,delivered,PE,jaboatao dos guararapes
29607,434f7a628e876492870a0849b88e007a,1,95b5038cce133b8c926678c768012103,77530e9772f57a62c906e1c21538ab82,2018-06-28 05:12:46,279.0,45.82,2550.0,69.0,11.0,11.0,99174f8fd08e1daf113666a2ad3383d7,delivered,RJ,rio de janeiro
29608,434f895a5aa9ea2fda834cbdb831a7b6,1,154e7e31ebfa092203795c972e5804a6,cc419e0650a3c5ba77189a1882b7556a,2017-08-22 15:15:18,23.99,7.78,100.0,20.0,15.0,15.0,0ef151d5841bc8528f872b4fd70ca7f9,delivered,SP,sao paulo
29609,4351439dd25ba98fba59ca10dfbbd061,1,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,2018-01-04 04:12:26,56.99,14.15,400.0,18.0,11.0,20.0,44cf9844f9d2c095ea13b725583055bc,delivered,RJ,rio de janeiro
29610,4351879fb74d0a37b9c8dad7ba7e59de,1,17ad6786808ab3fedfb261a70a5932d6,b2ba3715d723d245138f291a6fe42594,2017-10-09 04:14:16,119.9,17.28,620.0,23.0,15.0,17.0,ba57463d587cb70d3871b2ebc91c6284,delivered,BA,feira de santana
29611,4351905382d9da2470629f5e764540d6,1,f9cce3e19235fa7d11942f69caaa22c7,7202e2ba20579a9bd1acb29e61fe71f6,2017-08-28 23:06:58,279.9,27.24,300.0,20.0,38.0,30.0,eb85f29a90f996e97213a1f66ec2575b,delivered,PA,belem
29612,435361f134c9396bdb0de6ed227fd883,1,01ef0716b68c8493434ad32430c24e18,1900267e848ceeba8fa32d80c1a5f5a8,2017-07-16 21:05:15,56.99,4.57,1250.0,16.0,10.0,16.0,d1b1ef27bb2fbdeedc8823febfcc4072,delivered,SP,maua
29613,435361f134c9396bdb0de6ed227fd883,2,aed1b83c5061ac7f89d40daa1bd3be6c,41b39e28db005d9731d9d485a83b4c38,2017-07-16 21:05:15,59.9,8.85,1400.0,37.0,23.0,35.0,d1b1ef27bb2fbdeedc8823febfcc4072,delivered,SP,maua
29614,4354009cedb567f304b9517e4801c22e,1,1bd0e965122ea1485d8f7f0c6792ebe0,93b9a99027bd8bd6af682aff18dd19bf,2018-05-23 19:55:11,54.0,22.44,500.0,25.0,6.0,16.0,104cbafbeb71d47ad1b0859c555f690c,delivered,PA,belem
29615,43540d468d10c89bf259ac47151f3ff5,1,d3b162a5b147714e8b99909d0f6132b7,46dc3b2cc0980fb8ec44634e21d2718e,2018-01-18 10:49:24,179.99,15.01,652.0,27.0,31.0,22.0,eaab0fd3ab53f6e3dbd6ed4e58d7176f,delivered,SP,sao paulo
29616,43542fbe2e7b735e5db10cb3588d63d0,1,6a8631b72a2f8729b91514db87e771c0,128639473a139ac0f3e5f5ade55873a5,2017-10-30 03:28:35,25.9,15.1,100.0,17.0,6.0,11.0,74f7b46796447b5cb19383e169b4a9eb,delivered,SC,joinville
29617,4354f0ac2e0b3501ff31c4752424e51a,1,21419fbb5e6e21591c1dc83cb75aec07,37dd29b36c458d82f74a953c40c43645,2018-02-08 00:52:14,741.82,61.86,5850.0,60.0,25.0,25.0,2e3e670b12f449cee5a3acadd79487e9,delivered,RJ,resende
29618,435566621a2ea03fcaf53b11437ce5bc,1,2ddf9184f8aad1f832fdf5ecd1e53a17,0c7533c71df861ec58ad7ff999ed0e8d,2018-02-16 16:30:26,45.9,16.92,650.0,20.0,8.0,20.0,a1f714a85550bca2a27cd19ba9bc1541,delivered,BA,camacari
29619,43561fbcbcea878bed16448a3b5baff2,1,04c4239553c71aafb3b2b5f74f165210,70a12e78e608ac31179aea7f8422044b,2017-08-25 14:30:24,25.0,112.43,150.0,16.0,3.0,20.0,f74ffda5337bc42b55d05adf9dd4a617,delivered,BA,lauro de freitas
29620,4356e7c55bfb4c23c67ebbd0b1365bf0,1,cd26cd11a73559a0b65964c1324a688d,42ef3192a9ff87a22d1867b74b3ee205,2018-06-25 21:55:47,120.0,9.59,800.0,26.0,15.0,20.0,25544e125e705786caa6714e4cb1df30,delivered,SP,sao paulo
29622,43581787775b8fbac5c4d6dfb76ee984,1,4e1cccfdb088e7e5b74d7a5b1d299364,276677b5d08786d5dce7c2149dcce48b,2018-04-25 02:32:01,329.9,20.19,6800.0,44.0,28.0,29.0,be6645038a9412d0d4ca9261f268b11c,delivered,SP,itapirapua paulista
29623,435db73adf48c7d649267db872d82a57,1,36c2fb4fa746273709c373f6d6ec6796,00ee68308b45bc5e2660cd833c3f81cc,2018-01-11 00:13:22,70.0,16.74,6038.0,68.0,17.0,47.0,923d2d7b763040b969d0c05bbdbab3d6,delivered,RS,porto alegre
29624,435e8115e759a6c6da83193f08e4ea24,1,7deb3aeb864ba8e77c6db5baac8dae5f,8b321bb669392f5163d04c59e235e066,2018-01-25 17:21:32,35.9,11.85,275.0,18.0,14.0,18.0,b43f301cf6abc246a986f8281d589e93,delivered,SP,sao jose do rio preto
29625,435f2daeb635ed643b734989e51553c6,1,f66b96cde4302b883004de82e17734b0,c013e57c075a06e5b5c48ee03c525719,2018-03-05 15:29:49,37.99,11.85,1800.0,68.0,3.0,45.0,805d3866943c88ce53b6a4e112e4fdbf,delivered,SP,sao paulo
29626,435f60d4f7e71b80e2fc988cb76eb68b,1,fbb1cfc2810efabf3235eccf4530f4ae,0c8380b62e38e8a1e6adbeba7eb9688c,2017-04-10 05:45:33,44.9,15.56,800.0,35.0,15.0,20.0,d259c07a3daff5f3b6d7e7842871fde4,delivered,SP,limeira
29628,4360063fea90cf1fafd22f165125cb2e,1,277bf2ba07ff0451aa37701b45aad827,6b536a23086fba0d58c08d68814397f6,2018-07-31 14:30:07,72.0,9.43,850.0,30.0,7.0,30.0,f4cfa0a6eecf28cf72c451b974d96f9a,shipped,RJ,rio de janeiro
29631,43633b4950869ad500817fb5326e1864,1,87283a98b24f9f1ac3a31b631073cf47,cab85505710c7cb9b720bceb52b01cee,2017-08-02 14:15:12,49.9,15.1,150.0,16.0,5.0,20.0,69b9d91ba59311c2c23231ae34d2faa5,delivered,RJ,macae
29632,43638556d411b559cd36c7f1872b81c6,1,67018a848d35beb71cec955dad27f7d8,232a6014e7b10cba61c6c2b2ea6bb4b0,2018-03-08 11:15:47,99.9,29.1,13100.0,42.0,45.0,30.0,f525d0ae2d111d201b1169e0c1bddc1e,delivered,TO,arraias
29633,4363ab80d1b250bca41ff7ed817788cc,1,f6085e99db2df10f9829b6193314615e,d650b663c3b5f6fb392b6326366efa9a,2018-03-14 20:29:10,169.0,19.06,430.0,17.0,9.0,11.0,c3ee7decdc6cad76fcbfea4c360943d0,delivered,MG,muriae
29634,4365613066af1c4cbe81160706a082f4,1,fddec93a56600e40327c7a9e66c98feb,a3a38f4affed601eb87a97788c949667,2017-11-21 11:46:35,84.9,16.35,1150.0,16.0,8.0,45.0,ab880a095ff46e861877d7b3dbac4e40,delivered,SP,sao paulo
29636,4369045e59969c285151e194c6ff699e,1,d199462b8361a3e047e64595bce5b6ea,02dcd3e8e25bee036e32512bcf175493,2017-11-03 12:26:17,75.0,15.29,550.0,20.0,20.0,20.0,9df76debbc42f3b3bcc458fad0f4eed9,shipped,DF,brasilia
29637,4369045e59969c285151e194c6ff699e,2,fc2d17e60bdd3349a25f3ca6a802a91e,02dcd3e8e25bee036e32512bcf175493,2017-11-03 12:26:17,75.0,15.29,500.0,20.0,20.0,20.0,9df76debbc42f3b3bcc458fad0f4eed9,shipped,DF,brasilia
29638,43698bc1371b83853814e6a6afcc89f8,1,78efe838c04bbc568be034082200ac20,0241d4d5d36f10f80c644447315af0bd,2018-03-26 15:29:41,99.9,26.78,2500.0,40.0,10.0,30.0,c9810bad88b465541f86a819e6c17b69,delivered,SC,sao lourenco do oeste
29639,436a28a029a7c89474beca1de4f02a29,1,f1fe595ee7ef768b41bd9b246d13432d,81a1104df0f08b59c68aa5b03cfe398e,2018-04-04 03:28:52,99.9,17.0,1900.0,17.0,13.0,31.0,f4a0b03123787bc57fd4fcd6ca35dbf7,delivered,SP,jundiai
29640,436a9aef30267664e39faf27982b0921,1,3a4776f99a3e55bb2489252ab56253b9,c9c7905cffc4ef9ff9f113554423e671,2018-06-27 21:31:47,229.99,9.77,500.0,25.0,7.0,25.0,4cc13a45f4e9258fae06b75f27440b11,delivered,SP,maua
29642,4370467d3d9de99a4f75e1d8abf9090a,1,ea0342e49437a3633a3a35c326aa1e46,7ad32824caee82087b3e2e5f33b1bf32,2018-04-19 15:13:22,89.0,18.5,940.0,35.0,20.0,48.0,bfeb9df23321749fe2314b8a4925c8a1,delivered,PR,londrina
29644,43716fe010471178ec7f9c3be2a0c505,1,672f4e03ae047fc417a8921d6c1ed73e,ce248b21cb2adc36282ede306b7660e5,2017-11-30 07:52:26,49.9,44.2,700.0,38.0,4.0,30.0,125323b1dc57df4d0ec8b6f695b02e00,delivered,PI,teresina
29645,437194d5acf95a095e074494db9c4183,1,6dde44b4172999f35f08654d06bad633,7c67e1448b00f6e969d365cea6b010ab,2017-11-17 07:15:27,194.99,41.35,16167.0,64.0,62.0,25.0,36205594d80f41eebb82b9a71801de80,delivered,SP,tiete
29646,437222e3fd1b07396f1d9ba8c15fba59,1,f82a4b08cf7b2bf375fb77e519231f9a,cca3071e3e9bb7d12640c9fbe2301306,2017-03-27 11:36:00,97.9,29.62,1500.0,35.0,9.0,25.0,9b39de85d94d55a21991e70b04305d6e,delivered,AP,macapa
29647,437222e3fd1b07396f1d9ba8c15fba59,2,5215eef690e61a0c178ed552e6e2d06a,cca3071e3e9bb7d12640c9fbe2301306,2017-03-27 11:36:00,97.9,29.62,1200.0,35.0,9.0,25.0,9b39de85d94d55a21991e70b04305d6e,delivered,AP,macapa
29648,43736bccf6ffc94468ff0707c5daf8be,1,f731f8587d4088c174397e010cf892a9,cc419e0650a3c5ba77189a1882b7556a,2017-08-24 22:05:33,56.99,8.72,375.0,21.0,11.0,17.0,3cf4c1307b158a195d3b7914fe3dd139,delivered,SP,santos
29650,43744ad15fef908c8dfcbd7fec0d786e,1,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,2017-11-30 00:21:39,99.0,17.94,1550.0,44.0,14.0,34.0,e5f3f0577df1f93ff3a2a1544a1c759a,delivered,GO,goiania
29651,4374672f40f26ec3646cdc22c5f57733,1,943c812216923e4244e83099e0c62a08,5b8154610ebb21fb90eb587365e673df,2017-07-14 17:55:17,139.99,16.74,1000.0,16.0,27.0,25.0,9422ceca89675150ff5b567cf89f43b6,delivered,RJ,rio de janeiro
29652,4374c08bd3d2b8f7639e0704d80c0407,1,2eb9b2ef7c1da3c7b99702452ea4729f,0db783cfcd3b73998abc6e10e59a102f,2017-02-14 07:02:23,99.0,11.3,300.0,26.0,3.0,26.0,87cce80a2b8cb524f7ff411bdc22e2b4,delivered,SP,sao paulo
29653,4375cac0cfa2a87273ea83c661bdfcca,1,0d8c593f5408c0e5d59f850bb0a7b499,0725b8c0f3f906e58f70cbe76b7c748c,2018-08-06 14:05:12,329.99,106.39,28250.0,90.0,60.0,33.0,dadf64b251403ae6f5a9edd7b6fe76d3,delivered,SP,ribeirao preto
29654,4376d8f153985c918a99d7765693594f,1,18b0e642cbae7251e60a64aa07dd9eb9,85d9eb9ddc5d00ca9336a2219c97bb13,2018-02-15 02:55:41,31.9,14.1,200.0,41.0,2.0,29.0,f524e3df8cfc7cdbd6c87f756326756d,delivered,RJ,rio de janeiro
29655,43776dfb549a4d0a2d069bfabfc4b134,1,0a2fff0d95ef3bbb7dffc618f9542ba9,4869f7a5dfa277a7dca6462dcf3b52b2,2018-02-13 02:35:46,99.0,12.19,283.0,18.0,12.0,13.0,93e860f59b9c3f64328ee86718f7612d,delivered,SP,jundiai
29657,43792e0661fefd6aa82a64f601325ddb,1,2028bf1b01cafb2d2b1901fca4083222,cc419e0650a3c5ba77189a1882b7556a,2018-01-08 12:31:37,56.99,25.68,250.0,20.0,8.0,21.0,38127cbd744c51f29c2156a3656e0537,delivered,CE,aracati
29658,4379c802ba499c2c871ee501a835c33c,1,3519403062e217f433e0bbdc52e0b19f,0432ead42b6c8a0bdf68154add917fdf,2017-11-03 03:06:12,39.9,14.1,200.0,16.0,2.0,16.0,9a1f5555eaee7cc9a44ee79edca16b5a,delivered,DF,brasilia
29659,437ad5a02525073e622a0752d52e8e19,1,51f876eb62be778c757503cf7f8a3b74,f84a00e60c73a49e7e851c9bdca3a5bb,2018-04-23 19:15:17,9.8,18.23,67.0,17.0,15.0,14.0,9416442098a63db64793060ee56cc87f,delivered,MG,piranguinho
29660,437af138254343c9da834bb2a8eaf540,1,64b446c34d5599462f6c9d4ed6bc5c09,d91fb3b7d041e83b64a00a3edfb37e4f,2018-06-22 20:16:09,100.0,51.42,250.0,27.0,13.0,17.0,09effcd6d3327e6cf34133be919506c1,delivered,PI,teresina
29661,437da4479f6a9e80c0f69e98a85f48a0,1,18dacb31f154c3607af782584f59b3c9,fa1c13f2614d7b5c4749cbc52fecda94,2018-03-08 21:31:20,148.9,8.3,225.0,16.0,7.0,11.0,1b2ae93ce93f0b820358bd22b27a9837,delivered,SP,sao paulo
29664,437f5369f126238624d421f44b3eb1db,1,10558db20f88e2b71f8dff4614f9e3bf,59417c56835dd8e2e72f91f809cd4092,2017-07-06 06:36:13,1890.0,48.74,12100.0,35.0,45.0,35.0,9da31b8e8f438421c5a3f43b0b7a7e3f,delivered,SP,birigui
29665,437f9569f80867dcf497500e087d8851,1,8b51c6ccc9c0548c951214e1cd1547ff,609e1a9a6c2539919b8205cf7c4e6ff0,2018-05-17 19:01:21,59.9,9.44,1000.0,28.0,14.0,16.0,1a8e3bea3bf138835edea5f557354df3,delivered,SC,garopaba
29666,438002557b0a579c8ac15486c9512458,1,3609e71ee429fe986330f9709564fdfe,dc4a0fc896dc34b0d5bfec8438291c80,2018-07-04 17:55:40,104.9,12.46,1200.0,29.0,8.0,38.0,40268483d07701fa1f7742c9f5a23242,delivered,SP,bauru
29669,4380c4ed9da2c69163359909e4e1510e,1,3dd2a17168ec895c781a9191c1e95ad7,de722cd6dad950a92b7d4f82673f8833,2018-01-25 13:53:57,149.9,23.37,533.0,22.0,11.0,20.0,f5e1e4c71ca7b28a6b61fb4db9442a8e,delivered,SP,paulinia
29670,43815de1cf66f1ea104e0d114b8e1564,1,ddb9028236525b8ab493fc24f99e8d1a,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17 22:50:20,149.9,17.28,1800.0,34.0,7.0,32.0,ad364862328f1b3bf6c9cedbd9f4ab80,delivered,GO,formosa
29672,43815de1cf66f1ea104e0d114b8e1564,3,ba92b5a0701d2f820ba6ca8f8c86294f,da8622b14eb17ae2831f4ac5b9dab84a,2018-04-17 22:50:20,249.9,39.17,3400.0,38.0,13.0,46.0,ad364862328f1b3bf6c9cedbd9f4ab80,delivered,GO,formosa
29674,4381b4b79d51e72e0eb56a2fd1aea7b9,1,013ee64977aaa6b2b25475095162e0e9,640e21a7d01df7614a3b4923e990d40c,2018-05-23 14:57:40,69.99,23.07,1350.0,45.0,10.0,55.0,9a13a74d558446411f150f9d0e0fc8e1,delivered,MG,entre rios de minas
29675,4381fa4ba1b423dcee980233d6b29d76,1,027cdd14a677a5834bc67a9789db5021,620c87c171fb2a6dd6e8bb4dec959fc6,2017-02-08 19:01:27,99.9,14.87,341.0,20.0,18.0,16.0,161d5918318f43d8a835ef606e0e5ba4,delivered,SP,praia grande
29676,43820afb33cfe47a6bbdc81d3fb51aa0,1,d862ce2954329a2af9498e8568ee9b1c,f789d2c4f2c2eb38fc4373e7a4b35264,2017-10-30 18:28:25,134.99,15.69,250.0,27.0,9.0,27.0,b6b9f3f1509ad186e09edefc447078d4,delivered,SP,sao paulo
29677,43821d139f1c335c64656805a8394ba2,1,77c2aff3c37f549284828851709cedee,709e16e2b25c7474d980076c6bfc4806,2018-03-15 17:35:26,37.9,12.79,208.0,31.0,7.0,20.0,02bf3f33e6774c0aa0f9a8713f087162,delivered,SP,potirendaba
29679,4382b7af38e2034ff26273519819f2d2,1,cd8ae7bcd06f2f7a49f20424afa80f60,7586919161935337bf6b6d7ff5779648,2018-03-08 17:15:39,19.9,14.1,350.0,22.0,15.0,22.0,660a5acfb2835dd4b993ab8850da4a1a,delivered,PR,curitiba
29680,4382f48f29370e70ec4ef6aa3578e1c9,1,883cea107372a7f07b5830904f74952d,1c40343cc5d18c2d8248ac2f3366de34,2018-08-01 15:55:18,64.99,14.77,1125.0,36.0,43.0,36.0,e5cede01799d43206f0e40fcfe683457,delivered,SP,dracena
29681,43831dba8cf4791c11ab2d6febf989e4,1,c760b9447b368feb545ae8c568e4c94f,160e4f13fd3a64b1b86807be88b5ffb0,2018-01-11 20:31:46,179.0,17.5,1950.0,26.0,30.0,25.0,b4e58d7a8196ffe7232f0ee83cfb57f4,delivered,SP,sao paulo
29682,43836bb9e5c73e492e6361c1c5af52f0,1,726b4e18f00255e2e63491bcba3f60b8,00ee68308b45bc5e2660cd833c3f81cc,2017-12-19 15:30:31,85.0,36.69,1700.0,70.0,10.0,100.0,ca8b751a40a816dc8d14138ff9d81ad4,delivered,SP,sao paulo
29683,4383f393667331c267d9cdce510b849c,1,7e607b94237290f5b1d1f69d5664f33f,7722b1df1b0e383e000397b2c11e3e19,2018-07-30 02:35:09,54.9,18.48,1550.0,30.0,20.0,20.0,49ace87e9dad866bcc8b4a4a5be2b1ca,delivered,SC,brusque
29684,4384784d5523bb60e52390503d3c2789,1,1dc7685f4fdb9622d84ae2ec658d5bbf,165fc07beebdcb6190fba8a06db2a449,2017-09-19 03:30:23,189.0,14.34,1025.0,27.0,13.0,19.0,66e142543f92067ea3bd1f529c570aac,delivered,SP,itaquaquecetuba
29685,4384f1e73716020a06569f0802ad8c38,1,38947803f4effe2c45539bd71b509529,46dc3b2cc0980fb8ec44634e21d2718e,2017-11-08 18:15:27,229.99,17.86,2633.0,37.0,20.0,29.0,25228ecdc91aec16dead8e113f1ae4f6,delivered,SP,santo andre
29686,4384f8a8c60174d1823e74933e466c12,1,466d263ce8b7bd275003ee2104428127,ef506c96320abeedfb894c34db06f478,2017-05-09 12:32:25,25.99,24.35,150.0,18.0,4.0,16.0,9231d5ded2fb3c2edcf6fa260e417206,delivered,CE,fortaleza
29688,4386700b3af86ed03733e04c9d3b2926,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,2017-10-02 11:27:33,117.0,12.32,396.0,18.0,11.0,14.0,196b1744b9b46f66568356e20ab4a968,delivered,SP,jundiai
29689,43868f14b4ab88057605c96f7c8c820d,1,5d90b82ad1fdff812987fa28158b7984,1c129092bf23f28a5930387c980c0dfc,2018-07-11 01:31:13,49.9,11.37,1400.0,20.0,20.0,20.0,a9f71f4f860e3954721e0f6b77c58fc5,delivered,SP,santo andre
29691,4387477eec4b3c89b39f3f454940d059,2,818b2f7d6fe6abc4575e94c7dcccfcc4,00ee68308b45bc5e2660cd833c3f81cc,2018-08-15 16:30:53,99.0,16.96,1200.0,67.0,11.0,47.0,dbbbdb6ab9a7d8e3fc39a907f456bf19,delivered,SP,sao paulo
29692,43879d5f6ffdb1c8f3a9c4a4f2ffe548,1,9fef57f37ae72292952e73ff9a7a3fee,f8db351d8c4c4c22c6835c19a46f01b0,2018-05-07 00:25:29,449.9,194.64,27150.0,100.0,25.0,65.0,0e412c4ec24391b80003616b950bd7ed,delivered,RJ,niteroi
29693,4387e79ec1a6317bfc7d9d8058f0283b,1,ef95321bde02d8afc3f4c298e9f4e6d1,f8db351d8c4c4c22c6835c19a46f01b0,2017-11-27 21:12:10,85.9,69.48,16100.0,56.0,76.0,27.0,2ef8398f62042a2b4fb8a0bace741671,delivered,RS,canoas
29694,43887f3ff49629a7d608220b3a832e5f,1,282689e1e4c5d32efe135668c32b6722,2d2c62bef4c8ba0dd74e0e228e808539,2018-05-29 13:17:19,325.0,45.85,6122.0,32.0,32.0,37.0,442b6109bbaf07f77ed66784a06eb7cf,delivered,RJ,armacao dos buzios
29695,4388bfaee1fd1126906a13064ebf3f61,1,1d1021f2e10ec199e91f5a80355fdaf5,d91fb3b7d041e83b64a00a3edfb37e4f,2017-07-30 22:15:09,173.25,15.96,350.0,27.0,13.0,17.0,ab12f8bc68260488a55650e09e442297,delivered,MG,ponte nova
29697,438a2e6f8c015ee413fa7c74b72db18c,1,98d3d093647c91f5bd575773f6eab9e1,7040e82f899a04d1b434b795a43b4617,2017-09-28 11:35:26,35.9,14.1,400.0,27.0,5.0,20.0,d78f0bb6190a233536ac5258b79d6d80,delivered,RJ,marica
29699,438c583579006d43a6e9e624a3950dac,1,5e094b8daf1ba2eb4d6c0cc6ac2ad51e,ae45df84722b1d15c5f32b23a095746c,2018-06-14 22:17:26,99.99,7.56,150.0,16.0,2.0,11.0,0fd4632838b925b351733278a5ba41b0,delivered,SP,sao paulo
29700,438d21eed7b8ea0654acee9b08bdd5ce,1,cf0cc04c3744454b3bfca288d96e959b,c864036feaab8c1659f65ea4faebe1da,2018-02-26 09:47:46,149.9,15.8,7550.0,90.0,20.0,25.0,7d54c6e032a2da0620e9490cdadebdce,delivered,RS,lajeado
29701,438d4df3e56a6ca1618791c7cd1588aa,1,e583bb5fa3cb1e876a6ea48f21dfef34,7d7866a99a8656a42c7ff6352a433410,2018-07-23 09:25:18,22.5,7.42,350.0,27.0,9.0,19.0,bac0aeeb2cfe272c826cd0cf7e5993f8,delivered,SP,sao paulo
29702,438dad6fa6e9ce3c50e4497b4232c7ce,1,5dbf50af9485478b933f1028e108640d,582d4f8675b945722eda7c0cb61ba4c7,2018-04-25 16:31:47,5.99,19.32,150.0,17.0,3.0,12.0,7bf292ff5a207037c946ce46a12e8d7b,delivered,SC,florianopolis
